road_type,lot_ar,contract_yr,contract_mo,contract_day,sgg_cd,bjd_cd,bun,ji,hjd_cd,public_price,jimok_cd,area,landuse_cd,lot_use_cd,lot_height_cd,lot_shape_cd,lot_road_cd,uploaded_yr,uploaded_mo,uploaded_day,price_per_area
3,315.0,2019,07,24,11680,10800,0085,0012,000,10240000,08,315.0,13,210,02,03,04,2020,01,01,19904761.9
1,261.0,2020,09,15,11530,10800,0282,0002,800,1995000,08,261.0,14,110,02,07,10,2020,01,01,4537509.6
4,238.3,2020,01,13,11170,13000,0126,0002,515,28330000,08,238.3,22,210,02,04,01,2020,01,01,63424255.1
1,89.0,2019,11,21,11530,10100,0433,0017,101,3848000,08,89.0,16,110,02,04,10,2020,01,01,6494382.0
0,256.0,2016,01,7,11740,10600,0086,0001,106,3822000,08,256.0,14,130,02,04,04,2020,01,01,3789062.5
4,330.0,2020,08,25,11380,11400,0002,0009,000,3417000,08,330.0,14,230,02,05,03,2020,01,01,5757575.8
1,416.9,2019,04,1,11380,10800,0002,0041,113,5730000,08,416.9,15,210,02,04,03,2020,01,01,5181098.6
2,58.8,2019,04,8,11230,10200,0129,0271,003,3371000,08,58.8,15,160,02,04,06,2019,01,01,6575510.2
1,339.6,2018,05,23,11650,10800,1592,0012,000,11800000,08,339.6,22,230,02,01,09,2020,01,01,20267491.2
4,66.6,2016,11,21,11170,11900,0038,0000,508,6489000,08,66.6,14,140,03,07,02,2020,01,01,10002102.1
1,301.2,2018,03,15,11560,11100,0311,0000,550,4550000,08,301.2,33,330,02,01,08,2020,01,01,9385790.2
1,269.2,2016,10,20,11680,10800,0107,0050,000,7428000,08,269.2,14,240,02,07,08,2020,01,01,9877414.6
3,350.5,2016,02,2,11680,10300,1230,0012,000,6785000,08,350.5,14,210,02,02,04,2020,01,01,5420827.4
1,930.0,2019,07,15,11650,11100,0052,0003,000,175600,01,930.0,44,510,03,07,08,2020,01,01,1053763.4
0,867.0,2017,09,15,11260,10500,0034,0006,016,1407000,08,354.0,44,160,02,08,08,2020,01,01,865051.9
1,228.3,2020,02,14,11170,12500,0033,0000,511,10380000,08,228.3,14,330,02,04,08,2020,01,01,28033289.5
4,260.7,2020,01,20,11380,10200,0160,0037,101,5200000,08,260.7,15,230,02,01,03,2020,01,01,8592251.6
1,145.0,2020,02,19,11530,10700,0272,0002,703,1948000,08,145.0,13,110,03,07,08,2020,01,01,3629793.1
4,237.5,2020,02,25,11110,17700,0226,0002,908,19000000,08,237.5,22,210,02,04,02,2020,01,01,20974652.6
1,89.0,2019,10,14,11440,11800,0028,0014,000,4851000,08,89.0,14,160,03,04,08,2020,01,01,11235955.1
1,222.0,2019,02,2,11500,11100,0143,0002,111,156400,02,222.0,44,610,02,04,08,2020,01,01,181081.1
1,37.0,2018,02,11,11560,13200,2274,0000,680,3920000,08,37.0,14,150,03,04,05,2020,01,01,12524054.1
1,123.0,2016,08,25,11740,10900,0462,0020,109,3621000,08,123.0,15,110,02,04,10,2020,01,01,3008130.1
4,166.0,2020,10,13,11500,10200,0650,0003,201,5133000,08,166.0,15,230,01,03,03,2020,01,01,8975903.6
4,125.4,2019,01,30,11680,10100,0788,0000,000,15520000,08,125.4,15,230,02,03,02,2020,01,01,19650079.7
0,99.0,2016,09,28,11560,13200,0140,0019,630,3440000,08,99.0,14,150,03,07,05,2020,01,01,1572424.2
1,45.0,2018,12,28,11305,10300,0643,0023,645,1630000,08,45.0,13,110,02,07,08,2020,01,01,2865111.1
3,55.3,2019,05,16,11215,10500,0658,0142,001,6100000,08,55.3,15,230,02,04,04,2020,01,01,10126582.3
1,132.2,2018,05,10,11140,12100,0100,0025,002,3635000,11,132.2,14,150,03,02,08,2020,01,01,6807866.9
1,110.7,2016,09,2,11470,10200,0530,0030,602,4171000,08,110.7,14,110,02,02,09,2020,01,01,6205962.1
1,67.0,2020,10,19,11230,10900,0194,0098,001,3035000,08,67.0,15,150,02,04,08,2020,01,01,3220000.0
1,537.0,2016,03,16,11110,18200,0136,0018,906,2522000,08,537.0,11,160,03,04,08,2020,01,01,2715083.8
1,91.0,2016,11,24,11560,13200,0119,0041,630,2970000,08,91.0,14,110,02,04,08,2020,01,01,4395604.4
1,290.0,2020,09,3,11110,18200,0033,0001,906,2460000,08,290.0,13,150,03,04,08,2020,01,01,4327586.2
2,43.0,2020,10,22,11230,10900,0173,0013,001,2992000,08,43.0,14,150,02,02,06,2020,01,01,4304418.6
3,87.0,2018,03,6,11305,10100,0003,0880,545,2670000,05,87.0,14,140,03,04,05,2020,01,01,2773563.2
1,299.0,2020,01,10,11590,10500,0211,0003,209,3576000,08,299.0,14,110,02,07,08,2020,01,01,7709030.1
4,94.0,2019,12,27,11500,10400,0422,0053,401,4805000,08,94.0,33,410,02,04,02,2020,01,01,10394574.5
3,54.1,2016,08,31,11140,12200,0010,0003,003,18410000,08,54.1,22,220,02,04,04,2020,01,01,46668207.0
1,466.0,2019,09,6,11110,18200,0136,0008,906,2600000,01,466.0,11,150,03,04,08,2020,01,01,3154506.4
3,165.0,2020,01,17,11170,13100,0097,0004,517,3303000,08,165.0,16,910,02,04,05,2020,01,01,37072727.3
1,141.0,2019,07,5,11200,11300,0331,0000,000,3148000,28,141.0,14,150,02,07,10,2020,01,01,12099432.6
1,84.0,2016,11,21,11530,10800,0001,0073,800,1929000,08,84.0,14,110,03,04,08,2020,01,01,2083333.3
0,367.0,2017,10,11,11110,18400,0369,0034,905,69200,05,367.0,44,720,04,04,12,2020,01,01,95013.6
2,46.4,2019,11,7,11290,13400,1064,0039,909,4222000,08,46.4,16,110,02,02,06,2020,01,01,4741379.3
1,61.5,2019,02,21,11440,10100,0617,0013,000,7200000,08,61.5,16,330,02,04,08,2020,01,01,15933495.9
1,50.0,2019,12,27,11110,18200,0169,0003,906,2333000,01,50.0,11,320,03,07,08,2020,01,01,1780000.0
4,269.7,2018,01,5,11650,10200,0005,0005,000,11140000,08,269.7,15,210,02,03,01,2020,01,01,17426770.5
2,73.4,2016,06,11,11170,12800,0063,0327,512,22100000,08,73.4,22,240,02,04,02,2020,01,01,14879972.8
1,75.0,2020,05,19,11170,12800,0040,0089,512,5710000,08,75.0,14,110,02,02,10,2020,01,01,14933333.3
2,128.9,2018,10,18,11560,10700,0027,0012,535,5189000,08,128.9,33,210,02,02,07,2020,01,01,9669899.1
1,45.0,2020,09,11,11590,10400,0455,0187,201,3042000,08,45.0,15,150,03,04,10,2020,01,01,9111111.1
2,102.6,2019,11,7,11290,13400,1064,0061,909,4060000,08,102.6,16,110,02,04,06,2020,01,01,5360623.8
0,188.0,2017,02,15,11290,10300,0413,0117,902,2241000,08,188.0,13,150,03,01,12,2020,01,01,1815000.0
0,188.0,2020,10,15,11650,10100,0541,0050,000,4947000,08,188.0,14,150,03,04,12,2020,01,01,8090000.0
3,165.0,2019,08,23,11170,13100,0097,0004,517,3303000,08,165.0,16,910,02,04,05,2020,01,01,37072727.3
2,349.3,2018,11,10,11470,10200,0718,0001,603,3788000,08,349.3,14,330,02,03,07,2020,01,01,7672487.8
0,56.0,2018,06,5,11590,10900,0618,0066,219,996600,05,56.0,16,910,00,00,00,2020,01,01,1179464.3
1,412.0,2019,11,22,11110,18300,0515,0025,906,2732000,08,412.0,11,120,04,04,08,2020,01,01,5189320.4
3,967.0,2018,01,15,11650,11100,0064,0005,000,573800,02,967.0,44,510,02,03,04,2020,01,01,827300.9
1,92.0,2020,12,30,11545,10300,0108,0050,560,2909000,08,92.0,16,110,03,07,08,2020,01,01,5185000.0
1,46.0,2019,04,20,11440,11100,0091,0167,000,1544000,08,46.0,14,910,03,03,08,2020,01,01,2391304.3
0,411.0,2017,04,18,11260,10600,0536,0009,020,1056000,01,411.0,14,910,00,00,00,2020,01,01,613138.7
2,265.0,2018,12,19,11545,10100,0034,0006,510,3280000,08,265.0,14,310,02,07,06,2020,01,01,4830188.7
1,220.7,2020,03,6,11110,15500,0106,0000,910,13180000,08,220.7,22,210,02,04,09,2020,01,01,25736293.6
4,536.9,2016,06,10,11650,10100,0481,0008,000,9856000,08,536.9,15,240,02,03,02,2020,01,01,10803892.7
0,49.9,2019,06,14,11560,12100,0016,0031,605,1293000,08,49.9,16,910,00,00,00,2020,01,01,3628857.7
1,49.0,2016,10,28,11740,10900,0173,0085,109,3393000,08,49.0,14,110,03,05,08,2019,01,01,4897959.2
1,69.4,2019,11,25,11110,16600,0298,0010,912,2990000,08,69.4,14,110,02,07,10,2020,01,01,6659942.4
1,968.0,2018,12,12,11650,11100,0035,0000,000,380800,01,968.0,44,510,02,07,08,2020,01,01,661157.0
1,103.0,2016,04,18,11260,10600,0123,0052,019,1339000,02,103.0,44,110,02,04,10,2020,01,01,1893203.9
1,48.0,2018,07,11,11410,12000,0102,0061,001,7870000,08,48.0,22,210,02,04,05,2020,01,01,7725000.0
0,48.0,2019,09,25,11110,17400,0023,0877,915,2497000,08,48.0,14,160,05,07,08,2020,01,01,4444375.0
4,264.0,2020,12,16,11170,13200,0090,0011,519,8225000,01,264.0,15,240,02,07,03,2020,01,01,9651515.2
2,320.7,2018,06,8,11560,13300,0704,0014,710,3660000,11,320.7,14,160,02,03,06,2020,01,01,6929996.9
1,47.3,2020,12,9,11110,14100,0175,0042,904,4656000,08,47.3,13,160,02,03,10,2020,01,01,6560042.3
4,152.3,2018,12,3,11440,10100,0618,0006,000,10970000,08,152.3,14,210,02,08,01,2020,01,01,11047866.1
1,91.3,2020,07,9,11140,12500,0053,0013,003,10180000,08,91.3,22,230,02,04,08,2020,01,01,33483680.2
4,162.0,2020,04,23,11620,10200,1578,0001,655,4932000,08,162.0,15,240,01,04,03,2020,01,01,8095987.7
0,92.0,2020,10,12,11290,10100,0226,0191,901,799000,05,92.0,11,150,03,04,12,2020,01,01,2017391.3
1,60.0,2016,04,21,11305,10400,0030,0005,645,1908000,08,60.0,14,110,02,07,10,2020,01,01,2076666.7
4,577.7,2016,12,29,11320,10600,0676,0021,001,4378000,08,577.7,15,220,02,07,02,2020,01,01,4206335.5
2,145.0,2020,12,8,11530,10200,0289,0007,204,6056000,08,145.0,14,240,02,07,06,2020,01,01,14662069.0
1,39.0,2019,03,11,11590,10200,0283,0205,205,2231000,08,39.0,13,130,04,04,10,2020,01,01,4000000.0
1,43.0,2020,01,6,11230,11000,0072,0029,001,1079000,08,43.0,14,910,02,03,08,2020,01,01,3488372.1
1,58.2,2019,11,21,11290,12300,0137,0017,906,2760000,08,58.2,14,110,03,04,10,2020,01,01,4295532.6
1,38.0,2019,12,22,11290,13400,0021,0162,909,3382000,08,38.0,22,110,02,04,08,2020,01,01,3894736.8
3,130.0,2020,10,21,11590,10100,0215,0114,201,5207000,08,130.0,14,330,03,07,05,2020,01,01,9375000.0
3,262.4,2018,06,28,11500,10300,0425,0024,301,4166000,08,262.4,15,230,02,02,04,2020,01,01,4535061.0
4,86.2,2019,04,15,11440,11000,0049,0066,000,16910000,08,86.2,16,220,02,04,03,2020,01,01,25840255.2
0,545.5,2020,04,2,11380,10800,0230,0005,114,1983000,05,545.5,14,150,03,07,12,2020,01,01,2373400.5
0,159.0,2018,02,22,11650,10400,0147,0000,000,228600,01,159.0,44,510,04,07,12,2020,01,01,314465.4
2,82.0,2018,04,23,11440,12500,0004,0029,000,1592000,05,82.0,24,930,02,07,07,2020,01,01,9365853.7
1,301.0,2018,02,13,11350,10300,0107,0136,000,2740000,08,301.0,14,130,02,03,08,2020,01,01,4019933.6
1,60.0,2020,03,2,11350,10500,1117,0010,011,2430000,08,60.0,16,150,02,04,08,2020,01,01,6000000.0
4,473.1,2016,09,13,11620,10100,0863,0003,595,6222000,08,473.1,22,230,02,08,00,2017,01,01,16487000.6
4,350.0,2019,06,24,11650,10100,2679,0000,000,2992000,28,350.0,43,240,02,08,01,2020,01,01,4502000.0
1,671.0,2016,10,25,11110,18400,0191,0001,905,360000,01,671.0,44,510,04,07,08,2020,01,01,894187.8
0,122.0,2019,11,8,11530,10600,0012,0008,602,442800,05,122.0,43,750,02,05,12,2020,01,01,327868.9
0,170.0,2017,07,20,11500,10800,0011,0054,108,4527000,01,170.0,15,210,02,07,01,2020,01,01,4844411.8
0,86.6,2018,05,18,11140,14700,0112,0005,006,9449000,08,86.6,22,220,02,04,01,2020,01,01,13856812.9
1,265.0,2020,01,30,11500,11000,0346,0005,110,306900,28,265.0,44,530,01,05,10,2020,01,01,907509.4
1,675.0,2020,05,21,11320,10600,0058,0010,003,277700,05,675.0,13,730,03,07,10,2020,01,01,803333.3
1,137.9,2018,12,18,11305,10300,0230,0023,630,3590000,08,137.9,22,320,02,03,10,2020,01,01,2904133.4
2,265.0,2018,02,10,11350,10200,0477,0004,001,2688000,08,276.0,14,150,02,04,06,2020,01,01,2792452.8
1,102.2,2019,11,7,11290,13400,1070,0009,909,3578000,08,102.2,16,110,02,02,10,2020,01,01,4011741.7
4,49.0,2019,10,21,11620,10200,0852,0008,645,7020000,08,49.0,15,230,02,04,03,2020,01,01,12770000.0
2,175.8,2018,06,12,11680,10100,0674,0020,000,15070000,08,175.8,14,220,02,04,07,2020,01,01,22042093.3
0,99.0,2019,04,23,11620,10200,0364,0008,745,940500,02,99.0,14,910,00,00,00,2020,01,01,2828282.8
0,43.0,2018,01,29,11440,10900,0024,0144,000,4140000,27,43.0,14,150,03,07,03,2020,01,01,3340000.0
4,441.3,2019,06,26,11320,10800,0617,0021,001,4796000,08,441.3,14,210,02,03,01,2020,01,01,6571493.3
1,71.0,2020,05,27,11305,10300,0123,0049,660,190500,05,71.0,13,910,03,07,08,2020,01,01,1478873.2
4,64.1,2019,08,1,11170,12800,0065,0478,000,12980000,08,64.1,14,210,02,07,03,2020,01,01,18178315.1
1,515.0,2019,03,26,11740,10700,0281,0006,107,868000,01,515.0,44,510,02,04,10,2020,01,01,2135922.3
1,75.7,2018,03,14,11170,12400,0010,0013,510,8458000,08,75.7,16,110,02,04,10,2020,01,01,11889035.7
1,42.4,2018,12,12,11440,11000,0049,0065,000,8629000,08,42.4,15,230,02,04,08,2019,01,01,11717924.5
1,582.0,2019,10,17,11650,10300,0629,0000,000,669600,01,582.0,44,510,03,07,08,2020,01,01,893470.8
1,50.9,2016,06,11,11170,12800,0063,0308,512,22100000,08,50.9,22,240,02,04,02,2020,01,01,15717092.3
0,542.0,2019,11,12,11260,10600,0256,0008,019,465100,01,542.0,44,510,04,04,12,2020,01,01,738007.4
2,160.7,2018,06,12,11680,10100,0674,0022,000,15070000,08,160.7,14,220,02,04,07,2020,01,01,24113254.5
1,132.0,2020,02,21,11440,10200,0090,0010,000,2131000,08,132.0,14,910,02,07,08,2020,01,01,6730000.0
4,86.0,2019,12,27,11500,10400,0068,0002,401,4805000,09,86.0,33,410,02,04,02,2020,01,01,10393488.4
1,306.1,2019,03,13,11545,10300,0992,0007,560,4426000,08,306.1,22,210,02,05,08,2020,01,01,9163672.0
1,36.0,2018,09,20,11530,10100,0439,0064,101,1254000,01,36.0,16,910,02,04,10,2020,01,01,5376388.9
4,331.0,2016,05,24,11380,10600,0219,0003,108,6029000,08,331.0,15,240,02,03,03,2020,01,01,5981873.1
1,159.0,2018,03,29,11740,10200,0574,0000,102,3205000,08,159.0,44,150,02,07,08,2020,01,01,2201257.9
4,69.0,2019,06,24,11650,10100,2688,0000,000,3150000,08,69.0,43,240,02,04,01,2020,01,01,4700000.0
1,181.8,2016,04,26,11170,12800,0063,0107,512,22100000,08,181.8,22,240,02,04,02,2020,01,01,14502530.3
3,57.0,2020,03,2,11230,10500,0012,0290,004,3851000,08,57.0,14,310,02,04,04,2020,01,01,11887719.3
1,364.0,2020,11,23,11560,10300,0094,0204,535,4800000,11,364.0,16,210,02,01,09,2020,01,01,18818681.3
0,96.0,2019,12,7,11650,11100,0438,0004,000,785600,08,96.0,44,510,02,07,12,2020,01,01,5468750.0
1,115.7,2019,01,31,11170,13000,0130,0051,000,8420000,08,115.7,16,110,03,04,10,2020,01,01,23444252.4
1,332.4,2016,01,25,11650,10200,0362,0000,000,6850000,08,332.4,14,240,02,03,08,2020,01,01,9025270.8
1,146.0,2016,05,23,11560,13200,1719,0001,690,3920000,08,146.0,14,150,02,07,02,2020,01,01,2825411.0
1,314.0,2016,06,27,11110,18400,0338,0027,905,90100,08,314.0,43,730,03,04,08,2020,01,01,334394.9
3,162.3,2018,06,27,11620,10200,0536,0014,725,4992000,08,162.3,14,320,02,02,04,2020,01,01,9057301.3
1,87.3,2020,11,27,11170,12100,0032,0003,509,3961000,08,87.3,14,150,02,04,10,2020,01,01,14891179.8
1,63.0,2020,04,8,11170,13100,0749,0009,518,10390000,08,63.0,11,150,03,07,09,2020,01,01,15019682.5
3,254.4,2019,09,10,11470,10100,1050,0002,501,3922000,08,254.4,16,330,02,03,04,2020,01,01,12232704.4
1,139.0,2019,03,18,11590,10400,0414,0000,201,3594000,08,139.0,14,110,02,07,10,2020,01,01,8043956.8
2,982.0,2018,12,10,11260,10100,0297,0016,001,2957000,27,838.0,14,150,02,07,06,2020,01,01,5172097.8
2,129.9,2016,09,28,11290,11500,0399,0000,904,5163000,08,129.9,14,310,02,03,06,2020,01,01,6158583.5
1,51.6,2020,10,20,11110,13000,0026,0000,910,5181000,08,51.6,22,230,02,03,08,2020,01,01,11627907.0
1,64.8,2020,12,15,11650,10700,0064,0006,000,10240000,08,64.8,15,230,02,04,08,2020,01,01,23064197.5
2,127.0,2020,04,20,11650,10900,0001,1321,000,560500,01,127.0,44,510,02,06,06,2020,01,01,1290315.0
0,167.3,2016,03,17,11650,10600,0032,0003,000,4695000,08,167.3,14,150,02,03,12,2020,01,01,4662283.3
1,126.5,2020,01,31,11380,10700,0595,0065,112,2941000,08,126.5,15,130,02,01,10,2020,01,01,7114624.5
1,197.0,2018,11,9,11590,10700,0708,0841,214,3450000,08,197.0,14,110,02,04,10,2020,01,01,5155025.4
1,33.7,2016,03,17,11410,11700,0172,0075,002,2784000,08,33.7,11,110,03,04,08,2020,01,01,2967359.1
1,893.0,2020,06,29,11470,10200,0131,0029,602,946600,08,893.0,13,730,05,02,08,2020,01,01,1355531.9
3,113.0,2019,06,21,11590,10700,0229,0005,217,3500000,08,113.0,14,150,01,04,04,2020,01,01,6041415.9
2,82.6,2016,03,30,11110,17400,0393,0009,915,9497000,08,82.6,22,210,02,04,06,2020,01,01,9761864.4
4,207.9,2020,07,9,11140,12500,0053,0033,003,13930000,08,207.9,22,230,02,02,03,2020,01,01,45817989.4
1,93.9,2016,11,21,11140,12100,0142,0002,002,4066000,08,93.9,14,240,03,04,09,2020,01,01,9098615.5
4,102.0,2016,06,24,11530,10700,0416,0165,704,4074000,08,102.0,33,140,02,07,03,2020,01,01,5500000.0
1,180.0,2020,03,12,11590,10200,0283,0146,205,2208000,08,180.0,13,110,04,07,10,2020,01,01,2882222.2
1,122.3,2019,09,10,11110,13700,0283,0015,910,10860000,08,122.3,22,210,02,04,10,2020,01,01,21095666.4
1,359.2,2018,11,7,11260,10200,0486,0000,009,2141000,08,183.9,14,150,03,04,08,2020,01,01,4175946.5
4,69.0,2019,07,25,11215,10500,0559,0054,000,10250000,08,69.0,16,310,02,02,02,2020,01,01,11450000.0
2,48.1,2018,02,19,11530,10200,1132,0074,203,3610000,08,48.1,33,230,02,04,06,2019,01,01,6683368.0
4,96.0,2019,12,2,11545,10300,0999,0015,560,6944000,08,96.0,22,230,02,04,01,2020,01,01,11900000.0
1,96.0,2020,06,26,11290,10100,0085,0020,901,2628000,08,96.0,13,110,03,07,10,2020,01,01,3004166.7
1,48.0,2016,11,7,11380,10500,0180,0024,107,2150000,08,48.0,14,150,02,04,10,2020,01,01,3025416.7
1,43.0,2019,11,7,11290,13400,1064,0072,909,3320000,08,43.0,16,110,02,04,10,2020,01,01,3837209.3
0,186.2,2020,08,28,11320,10700,0662,0068,001,1577000,08,186.2,16,910,02,03,00,2020,01,01,8055853.9
2,128.6,2016,10,27,11470,10200,0607,0023,603,4761000,08,128.6,16,310,02,04,06,2020,01,01,8370917.6
2,514.0,2018,11,26,11530,10100,0416,0063,101,3869000,08,514.0,16,160,02,07,07,2020,01,01,6659572.0
1,212.2,2019,07,25,11530,10300,0774,0004,103,3276000,08,212.2,14,160,03,03,09,2020,01,01,5739396.8
4,79.2,2020,11,27,11290,10800,0075,0001,903,11900000,08,79.2,22,210,02,04,02,2020,01,01,10363005.1
4,95.0,2019,07,15,11440,11100,0071,0020,000,5400000,08,95.0,15,150,02,07,02,2020,01,01,4913263.2
0,42.0,2020,05,6,11290,13800,0104,0000,913,897600,05,42.0,14,910,00,00,00,2020,01,01,4276428.6
0,343.0,2016,12,30,11560,10100,0618,0596,515,1884000,15,343.0,33,910,02,00,00,2020,01,01,4616326.5
1,37.5,2020,08,7,11140,13600,0026,0016,005,3308000,08,37.5,14,110,02,05,10,2020,01,01,5333333.3
4,153.0,2020,08,4,11560,13200,3183,0043,680,3900000,08,153.0,14,150,03,07,02,2020,01,01,13853071.9
1,89.3,2019,05,20,11140,13000,0030,0001,003,4910000,08,89.3,13,240,02,04,08,2020,01,01,11449048.2
1,84.7,2019,11,7,11140,16500,2054,0000,014,3590000,08,84.7,22,110,02,04,10,2020,01,01,10606375.4
1,65.0,2016,01,15,11320,10500,0478,0092,001,1872000,08,65.0,14,110,02,07,08,2020,01,01,2307692.3
1,261.0,2018,03,23,11650,11000,0207,0001,000,685000,01,261.0,44,510,02,07,10,2020,01,01,1210728.0
1,142.0,2016,04,13,11590,10800,0101,0005,218,3410000,08,142.0,14,330,02,07,08,2020,01,01,5443662.0
2,410.0,2020,01,6,11410,11100,0174,0002,004,7722000,08,410.0,16,210,02,04,06,2020,01,01,18146341.5
1,314.0,2018,06,19,11530,10800,0214,0001,800,2601000,01,314.0,16,150,02,07,08,2020,01,01,4840127.4
4,886.0,2019,10,8,11110,18300,0066,0004,906,4589000,08,886.0,14,230,02,07,02,2020,01,01,3263397.3
3,80.0,2016,08,10,11545,10100,0614,0077,510,3073000,08,80.0,33,430,02,04,04,2020,01,01,3949125.0
1,51.0,2016,06,14,11470,10100,0163,0064,507,1569000,05,51.0,14,410,02,05,08,2016,01,01,2533529.4
1,35.0,2020,01,3,11200,10700,0128,0243,000,4085000,08,35.0,15,150,03,07,10,2020,01,01,2994285.7
1,90.2,2020,05,6,11590,10300,0554,0000,203,3530000,08,90.2,15,160,03,04,08,2020,01,01,6821729.5
1,63.0,2018,06,14,11290,10100,0013,0048,901,3551000,08,63.0,11,110,03,08,08,2020,01,01,5551587.3
1,136.5,2018,06,8,11500,10300,0928,0032,301,3377000,08,136.5,22,210,02,03,10,2020,01,01,9230769.2
0,48.0,2019,01,20,11320,10700,0047,0001,001,124000,05,48.0,43,720,03,07,12,2020,01,01,395833.3
4,63.0,2019,10,21,11620,10200,0852,0004,645,7020000,08,63.0,15,230,02,04,03,2020,01,01,12770000.0
1,525.7,2019,05,28,11680,10800,0211,0003,000,7040000,08,525.7,15,150,02,03,08,2020,01,01,19568194.8
0,129.0,2020,02,26,11350,10200,0486,0013,000,897600,08,129.0,14,910,02,04,00,2020,01,01,2758139.5
0,76.0,2016,05,12,11590,10700,0181,0377,217,3890000,08,76.0,14,140,04,07,02,2020,01,01,2320000.0
4,194.7,2018,05,25,11380,10400,0391,0045,105,4985000,08,194.7,15,240,02,07,02,2018,01,01,6310015.4
1,153.1,2019,02,21,11440,10100,0617,0019,000,6300000,08,153.1,16,330,02,04,10,2020,01,01,15933442.2
1,274.0,2016,11,30,11380,10100,0313,0004,118,2126000,08,274.0,13,130,03,07,08,2020,01,01,2419708.0
1,522.3,2020,02,21,11230,10600,0342,0002,002,4232000,08,522.3,22,220,02,03,08,2020,01,01,14072372.2
1,47.3,2020,04,2,11170,11800,0009,0004,507,3900000,08,47.3,14,110,02,04,10,2020,01,01,4545454.5
1,309.8,2018,05,23,11650,10800,1592,0014,000,11800000,08,309.8,22,230,02,01,09,2020,01,01,20267495.2
2,33.0,2018,06,15,11500,10400,0099,0009,401,5288000,09,33.0,33,210,02,07,07,2020,01,01,8923636.4
3,58.0,2020,12,16,11380,10700,0166,0004,109,3712000,08,58.0,14,330,03,07,05,2020,01,01,6379310.3
1,290.6,2020,02,18,11470,10100,0946,0034,504,2800000,08,290.6,14,110,03,02,08,2020,01,01,7467309.0
2,404.3,2019,01,8,11170,12500,0031,0000,511,12350000,08,404.3,14,330,02,02,07,2020,01,01,17833292.1
1,189.9,2019,10,23,11500,10300,1051,0025,303,5287000,08,189.9,22,240,02,04,09,2020,01,01,13164823.6
1,111.5,2018,10,19,11545,10300,0113,0140,560,3113000,08,111.5,33,160,02,04,08,2020,01,01,9548520.2
4,58.3,2016,05,28,11110,17500,0005,0050,916,4230000,08,58.3,14,310,03,04,04,2020,01,01,2572898.8
0,291.0,2018,07,21,11320,10800,0068,0061,001,44000,05,291.0,44,720,03,04,12,2020,01,01,206185.6
2,99.2,2018,04,18,11560,10900,0031,0005,535,4500000,08,99.2,33,310,02,04,06,2020,01,01,8548387.1
2,205.1,2019,11,26,11740,10700,0500,0026,107,6070000,08,205.1,16,310,02,03,06,2020,01,01,10287664.6
3,252.2,2020,10,15,11110,16200,0084,0001,911,9980000,08,252.2,22,230,02,04,04,2020,01,01,30419072.2
1,211.6,2019,01,25,11290,10200,0035,0029,901,4222000,08,211.6,15,210,02,01,08,2020,01,01,10538752.4
0,53.0,2020,01,3,11200,10700,0128,0453,000,3921000,08,53.0,15,150,03,07,12,2020,01,01,2465094.3
1,474.1,2016,06,19,11305,10300,0716,0012,620,1535000,08,474.1,14,150,02,02,08,2016,01,01,3480278.4
1,825.1,2020,07,31,11140,14300,0063,0003,005,6197000,08,825.1,15,160,02,04,08,2020,01,01,8529996.4
1,50.4,2016,09,5,11170,12400,0166,0013,000,7741000,08,50.4,16,150,03,07,10,2020,01,01,9067460.3
0,443.0,2018,03,26,11650,10900,0006,0005,000,437000,01,443.0,44,530,03,07,12,2020,01,01,948081.3
2,50.0,2016,04,16,11470,10100,0129,0020,502,2942000,08,50.0,15,230,02,05,00,2017,01,01,5200000.0
0,111.0,2018,03,29,11410,11100,0270,0024,000,3025000,08,111.0,14,150,03,04,07,2020,01,01,3700000.0
2,35.0,2016,03,31,11200,11500,0255,0005,000,4422000,08,35.0,33,110,02,05,06,2020,01,01,5714285.7
1,114.0,2020,04,28,11440,11000,0056,0068,000,5001000,08,114.0,16,110,02,04,10,2020,01,01,17981929.8
1,149.0,2019,02,21,11545,10300,0813,0044,590,3010000,08,149.0,14,330,02,04,09,2020,01,01,5140939.6
1,477.0,2019,03,13,11590,10900,0360,0004,220,2958000,08,477.0,14,150,02,04,10,2020,01,01,4192872.1
4,636.0,2020,03,20,11710,11200,0103,0002,010,1372000,02,636.0,44,530,02,07,02,2020,01,01,2201257.9
1,126.0,2020,09,11,11380,10100,0013,0017,118,126500,05,126.0,13,720,04,01,10,2020,01,01,4312698.4
1,176.0,2018,08,10,11500,10900,0553,0026,902,4304000,08,176.0,16,310,02,03,05,2020,01,01,3721590.9
1,311.0,2016,12,29,11380,10700,0037,0112,109,3520000,08,311.0,14,150,02,04,02,2020,01,01,1866752.4
