road_type,lot_ar,contract_yr,contract_mo,contract_day,sgg_cd,bjd_cd,hjd_cd,public_price,jimok_cd,landuse_cd,lot_use_cd,lot_height_cd,lot_shape_cd,lot_road_cd,uploaded_yr,price_per_area
0,327.0,2017,10,11,11110,18400,905,69200,5,44,720,4,4,12,2020,95015.3
1,153.0,2016,2,12,11290,13700,912,2783000,8,14,110,2,7,8,2020,3464052.3
1,150.0,2016,3,24,11530,10600,602,1110000,5,43,160,3,4,6,2018,600000.0
4,284.0,2020,5,21,11560,12900,620,5198000,8,33,230,2,3,1,2020,20422535.2
1,330.0,2016,3,10,11530,10700,704,608400,5,33,720,3,7,8,2020,1181818.2
1,418.0,2020,10,16,11215,10900,0,3905000,8,14,110,2,7,9,2020,7177033.5
1,539.0,2016,6,23,11110,18600,905,2319000,8,13,110,2,7,10,2020,2099740.3
1,70.7,2016,11,9,11110,14800,909,1353000,8,13,910,0,0,0,2020,1589533.2
0,58.0,2017,5,10,11410,11800,3,2900000,8,14,150,3,7,1,2020,2250000.0
0,89.0,2018,1,29,11440,10900,0,4140000,1,14,150,3,7,3,2020,2920000.0
1,82.0,2019,9,25,11350,10500,11,2271000,2,14,160,2,7,8,2020,5171707.3
1,113.4,2016,4,27,11170,12800,512,22100000,8,22,240,2,4,2,2020,12416225.7
1,516.0,2016,12,3,11110,18300,906,1133000,8,11,150,4,5,9,2020,2519379.8
1,64.9,2020,3,6,11110,15500,910,13180000,8,22,210,2,4,9,2020,25731895.2
0,180.0,2016,4,13,11650,10400,0,365200,5,44,510,3,7,12,2020,288888.9
1,36.0,2019,1,3,11290,13600,911,3036000,8,15,110,2,3,8,2020,4177500.0
0,201.0,2018,12,27,11740,10600,106,603400,1,44,510,2,5,12,2020,1592039.8
1,228.1,2020,1,3,11110,13600,910,11660000,8,22,210,2,7,11,2020,14486935.6
1,71.4,2018,1,30,11110,16500,912,5234000,8,15,330,2,4,11,2020,7703081.2
2,52.2,2018,5,25,11140,16300,8,7087000,8,22,210,2,3,6,2020,11111111.1
3,382.9,2020,1,15,11650,10800,801,10490000,8,14,210,2,1,5,2020,11491251.0
3,33.0,2016,8,5,11200,11400,0,6486000,8,33,310,2,4,4,2020,8243939.4
2,193.6,2020,10,30,11380,10700,0,3326000,8,14,320,2,7,7,2020,5552686.0
4,387.6,2019,5,14,11470,10300,705,3796000,8,15,240,2,3,1,2020,5745098.0
1,460.0,2016,10,28,11290,10100,901,2299000,8,11,110,4,2,10,2020,1739130.4
2,37.4,2020,10,20,11440,10900,0,5884000,8,16,150,2,7,6,2020,20060962.6
0,49.9,2018,7,22,11560,12100,605,1293000,8,16,910,0,0,0,2020,3628857.7
0,298.0,2017,7,8,11380,10200,101,239300,5,13,720,4,4,12,2020,520134.2
1,69.8,2016,4,7,11560,11100,550,4459000,8,33,330,2,4,8,2020,5329512.9
1,258.0,2019,11,14,11200,11400,0,4605000,1,33,150,2,5,8,2020,11854186.0
1,383.0,2020,10,13,11140,16200,11,4057000,8,14,110,2,4,8,2020,6360313.3
4,365.6,2019,6,26,11470,10300,703,3562000,8,15,230,2,3,1,2020,4923413.6
4,174.9,2019,7,24,11305,10200,600,3192000,8,15,210,2,4,1,2020,5065751.9
2,251.0,2018,4,26,11320,10600,3,333900,2,44,510,2,5,6,2020,796812.7
4,76.8,2019,2,21,11440,10100,0,12700000,8,16,210,2,4,3,2020,22916666.7
1,68.5,2016,10,31,11560,10800,535,3600000,8,16,110,2,8,8,2020,5142189.8
4,59.0,2016,7,19,11410,11000,3,3950000,8,14,150,3,1,5,2020,3610169.5
1,56.2,2019,9,20,11140,15600,0,11800000,8,22,210,2,4,8,2020,20391459.1
0,595.0,2019,11,29,11650,11000,0,123300,5,44,730,3,4,12,2020,302521.0
0,198.0,2017,1,10,11590,10900,220,6000000,2,16,140,2,4,5,2020,3714596.0
1,206.0,2019,11,10,11380,10100,118,2721000,8,14,110,3,7,8,2020,3517475.7
1,39.5,2016,11,8,11410,10900,0,2453000,8,14,110,3,4,8,2020,2316202.5
2,258.2,2016,11,18,11320,10500,2,1849000,8,14,320,2,4,0,2017,4119984.5
3,51.0,2020,3,9,11500,10900,902,5222000,8,14,230,2,4,4,2020,6078431.4
1,33.1,2018,3,28,11140,15600,7,23400000,8,22,210,2,4,5,2020,16476435.0
1,99.5,2016,11,15,11590,10800,218,2412000,8,14,130,3,8,10,2020,3216080.4
4,116.0,2019,12,27,11500,10400,401,4805000,19,33,410,2,4,2,2020,10394655.2
1,173.7,2019,8,9,11710,11200,10,4370000,8,15,130,2,3,9,2020,8059873.3
4,150.0,2020,2,20,11560,13200,680,4636000,1,16,240,2,5,1,2020,8700000.0
3,221.0,2019,8,5,11170,13100,517,9958000,8,16,230,2,3,4,2020,22453031.7
2,47.0,2020,11,14,11530,10600,601,2976000,8,14,110,3,4,6,2020,4191489.4
1,228.0,2020,11,20,11680,11100,0,797100,8,44,510,2,4,8,2020,1644736.8
1,283.1,2019,11,26,11140,16600,1,5478000,8,22,930,0,0,0,2020,24726245.1
1,38.0,2016,7,22,11230,10500,1,3312000,8,14,150,2,4,8,2020,3815789.5
1,156.7,2020,2,6,11230,10100,0,3960000,8,16,320,2,3,10,2020,8934269.3
0,423.0,2020,5,26,11110,18300,906,1527000,8,14,910,0,0,0,2020,2630922.0
4,751.5,2018,8,1,11545,10100,510,5521000,12,16,240,2,4,1,2020,8166334.0
2,97.0,2018,4,25,11740,10900,109,6230000,8,22,240,2,4,6,2019,22827010.3
1,65.9,2018,1,19,11230,10700,2,3042000,8,15,110,2,8,8,2020,4021244.3
0,595.0,2020,8,19,11590,10200,204,1059000,8,14,910,0,0,0,2020,5142857.1
1,206.0,2018,11,5,11110,18200,906,2361000,8,13,150,3,4,8,2020,3015485.4
1,841.0,2018,10,22,11650,10900,0,478200,1,44,510,2,7,10,2020,505005.9
4,235.4,2016,7,1,11500,10200,202,7498000,8,16,210,2,7,3,2016,7784154.6
2,117.0,2020,9,25,11410,11800,3,2657000,8,13,150,3,7,7,2020,4923931.6
0,113.0,2019,4,15,11350,10200,0,897600,8,14,910,2,7,0,2020,1795752.2
1,123.0,2019,8,23,11170,13100,517,8556000,8,22,230,2,4,10,2020,37073170.7
1,53.0,2018,7,20,11170,13100,517,7416000,1,14,110,3,4,8,2020,5188679.2
2,188.3,2020,1,29,11680,10400,0,6992000,8,14,110,2,8,6,2020,15135422.2
2,220.1,2020,10,27,11380,11400,0,2358000,8,11,150,2,3,6,2020,4537483.0
1,51.9,2019,9,6,11290,13000,907,4280000,8,14,140,2,3,5,2020,4530057.8
4,852.0,2020,10,15,11560,13200,650,7551000,8,23,240,2,4,1,2020,11502347.4
1,123.0,2020,1,17,11170,13100,517,8556000,8,22,230,2,4,10,2020,37073170.7
1,38.3,2018,7,10,11140,13100,3,23000000,8,21,210,2,3,8,2020,69242819.8
4,89.6,2019,10,14,11140,17100,15,7226000,8,16,110,2,8,1,2020,23660714.3
4,36.0,2018,3,30,11200,10700,0,7304000,8,15,210,2,5,1,2020,12500000.0
0,39.0,2017,12,27,11560,13200,690,3920000,8,14,150,3,4,5,2020,3840000.0
0,162.0,2019,6,25,11740,10800,108,5506000,8,23,230,3,4,12,2020,7561728.4
2,600.0,2016,3,14,11110,18300,906,2603000,8,11,150,5,7,6,2020,2500000.0
4,199.1,2016,6,3,11170,11600,507,5231000,8,13,210,2,3,3,2020,5928176.8
2,40.0,2016,1,18,11650,10900,0,621100,1,44,510,2,4,6,2020,2125000.0
0,76.0,2018,1,29,11440,10900,0,4140000,10,14,150,3,7,3,2020,3005000.0
1,40.0,2018,11,14,11590,10700,214,3412000,8,14,150,2,7,10,2020,8350000.0
1,48.0,2020,7,2,11710,11400,0,3090000,8,14,150,2,3,10,2020,4279791.7
4,46.0,2018,3,9,11440,10200,0,9608000,8,22,330,2,4,1,2020,13043478.3
1,135.5,2018,10,4,11305,10300,630,1950000,8,14,130,2,4,8,2020,3721845.0
1,156.9,2018,5,2,11545,10200,550,2313000,8,14,130,3,2,8,2020,5289993.6
1,68.1,2020,6,26,11560,11100,550,3880000,8,33,330,2,3,8,2020,8810572.7
1,198.0,2019,12,9,11710,11100,9,757800,23,44,530,1,2,8,2020,731010.1
2,230.0,2016,11,9,11650,10800,0,8650000,8,15,220,2,4,6,2020,14000000.0
4,692.1,2016,2,29,11500,10100,101,6480000,8,15,240,2,8,1,2019,6790926.2
1,177.6,2020,3,13,11620,10100,525,3411000,8,14,130,2,4,9,2020,8164414.4
1,295.5,2018,4,24,11710,11100,8,11940000,8,22,210,2,2,9,2020,12419627.7
1,293.0,2020,9,10,11740,10600,106,2574000,8,44,110,2,4,10,2020,5682593.9
2,417.2,2020,12,1,11545,10100,510,3671000,8,33,240,2,3,6,2020,7404122.7
1,772.0,2020,1,30,11500,11000,110,309800,28,44,530,1,4,10,2020,907500.0
0,935.0,2018,2,5,11650,11000,0,408000,1,44,510,2,7,12,2020,620320.9
1,188.5,2018,6,15,11110,13600,910,23200000,8,22,210,2,7,11,2020,38726790.5
0,311.0,2018,11,16,11350,10500,11,2138000,1,14,150,2,2,10,2020,3475884.2
3,54.1,2019,7,17,11140,12200,3,18410000,8,22,220,2,4,4,2020,69636968.6
1,48.0,2020,2,6,11650,11100,0,839700,8,44,530,2,4,10,2020,1166666.7
1,267.0,2018,8,20,11500,11200,112,253400,8,44,510,2,1,8,2020,119850.2
2,231.0,2018,11,19,11260,10100,3,2988000,8,14,150,2,7,7,2020,4244285.7
0,84.0,2018,6,28,11110,18200,906,570000,8,44,910,0,0,0,2020,545476.2
1,119.3,2018,7,31,11560,10200,535,5416000,8,22,230,2,4,8,2020,16722548.2
2,249.0,2020,5,6,11110,18300,906,3796000,8,11,110,4,4,7,2020,5271204.8
1,777.0,2020,1,2,11740,10200,102,2500000,8,44,150,2,7,8,2020,2316602.3
1,380.0,2020,10,9,11320,10700,5,3073000,8,33,320,2,4,8,2020,6842105.3
1,106.0,2019,4,22,11620,10200,745,3355000,8,14,110,2,7,9,2020,4245283.0
2,182.0,2019,2,8,11320,10500,2,3039000,11,15,320,2,4,6,2020,4434065.9
1,385.3,2016,6,1,11710,11100,8,12280000,8,22,220,2,3,9,2020,14274591.2
0,96.0,2020,6,1,11380,10100,118,966900,15,14,910,0,0,0,2020,2410000.0
1,96.5,2020,7,1,11110,11100,902,3773000,8,13,110,3,4,11,2020,5820310.9
1,105.2,2016,3,8,11320,10600,1,3376000,8,14,330,2,3,4,2020,3707224.3
1,52.2,2018,8,13,11290,11300,904,3254000,8,14,110,3,3,8,2020,3325095.8
4,410.9,2019,7,24,11170,13000,515,30800000,8,22,210,2,3,1,2020,62186566.1
0,63.0,2020,8,7,11410,11700,0,899200,8,13,910,0,0,0,2020,1440000.0
2,171.0,2020,8,6,11530,11000,110,749100,8,14,910,2,7,6,2020,2823391.8
1,69.5,2018,11,12,11140,13200,6,7551000,8,22,210,2,4,10,2020,15312230.2
3,39.7,2020,3,25,11110,16700,911,8573000,8,22,210,2,7,4,2020,13727959.7
1,50.0,2020,1,31,11290,10100,901,138800,5,43,730,3,7,10,2020,2800000.0
1,338.2,2019,8,30,11545,10300,580,2686000,8,14,150,2,3,9,2020,4198699.0
4,245.2,2019,9,25,11590,10800,218,6350000,8,15,210,2,3,1,2020,12703915.2
1,465.0,2020,7,2,11650,10900,0,352700,1,44,510,3,7,10,2020,967741.9
4,49.0,2016,2,18,11290,12500,906,6095000,12,15,210,2,2,3,2020,6202857.1
1,44.0,2018,5,1,11560,11800,585,2427000,8,33,110,2,4,8,2020,3977272.7
1,182.0,2018,3,1,11200,11300,0,3272000,8,14,110,2,4,10,2020,5769230.8
1,64.9,2019,1,31,11110,15500,910,13180000,8,22,210,2,4,9,2020,18489984.6
2,112.4,2016,8,13,11170,12800,512,22100000,8,22,240,2,4,2,2020,17793594.3
3,63.0,2020,3,10,11530,10700,704,3906000,8,15,410,2,7,5,2020,6096031.7
1,76.0,2018,1,30,11650,10900,0,310000,2,44,510,2,7,10,2020,460526.3
1,339.0,2020,12,24,11305,10100,534,1801000,8,14,150,3,4,10,2020,3209705.0
4,126.0,2020,11,25,11380,10700,109,3520000,8,14,150,2,4,2,2020,4698809.5
1,84.5,2020,1,10,11740,10700,107,3565000,8,14,110,2,4,8,2020,6594911.2
0,231.0,2018,10,30,11620,10100,525,8779000,2,16,240,2,4,1,2020,7792207.8
3,45.0,2016,7,1,11215,10900,0,5970000,8,14,210,2,7,5,2016,6066666.7
3,38.5,2018,7,19,11410,11900,0,4204000,8,14,330,2,3,4,2020,6051948.1
0,109.0,2019,4,12,11590,10200,204,1244000,8,14,910,0,0,0,2020,4350458.7
2,900.4,2016,4,27,11545,10200,520,5250000,8,22,240,2,3,5,2019,6671890.3
3,59.0,2016,3,11,11290,12800,907,2830000,8,14,140,3,7,0,2017,2659661.0
1,40.0,2018,7,25,11230,10900,0,2529000,8,14,130,3,4,10,2020,3135000.0
3,223.0,2016,4,25,11200,10600,0,2808000,1,14,140,2,4,4,2018,5300000.0
1,63.8,2018,5,28,11170,10400,503,6034000,8,22,210,3,3,8,2018,11828056.4
1,156.0,2019,3,11,11590,10200,205,2231000,8,13,130,4,4,10,2020,3673076.9
1,297.0,2019,7,9,11290,11500,904,4106000,8,14,130,2,3,7,2020,8417508.4
3,195.0,2016,10,31,11590,10200,204,4369000,5,15,110,3,4,4,2020,6256769.2
4,879.8,2020,8,27,11680,10800,0,29790000,8,22,230,2,4,3,2020,54557854.1
1,248.0,2020,3,17,11650,11100,0,459000,1,44,510,2,7,10,2020,725806.5
1,528.0,2019,3,19,11230,11000,1,4426000,1,22,230,2,3,8,2020,3977272.7
1,62.0,2019,6,25,11290,13300,908,2064000,1,13,110,3,4,8,2020,1975000.0
0,34.0,2019,1,26,11380,10100,0,1032000,8,14,910,0,0,0,2020,1325000.0
0,46.4,2019,7,13,11215,10500,0,1237000,8,14,910,0,0,0,2020,2262931.0
0,132.0,2016,8,27,11530,10800,800,2210000,5,14,110,3,7,10,2020,1477272.7
1,133.6,2020,8,26,11170,11200,506,7920000,8,22,210,2,3,8,2020,17544985.0
1,53.2,2019,5,20,11110,14000,904,3058000,8,13,110,3,7,10,2020,7425000.0
0,69.0,2017,9,8,11380,10700,0,3780000,1,14,150,2,4,5,2020,2035072.5
2,835.4,2016,12,23,11305,10200,600,2387000,8,14,130,2,3,7,2020,4401891.3
1,40.7,2016,3,3,11410,11000,3,3676000,8,14,110,2,3,10,2020,4538083.5
0,466.0,2020,12,15,11440,10900,0,1864000,8,15,910,0,0,0,2020,3154506.4
1,875.5,2020,5,26,11260,10200,10,3731000,8,15,330,2,2,9,2020,7360559.7
1,108.0,2016,3,2,11530,10800,800,2867000,8,16,130,2,4,6,2020,4287037.0
2,461.1,2016,4,20,11560,13200,690,3920000,8,14,150,2,7,2,2020,5421817.4
3,158.2,2016,11,25,11530,10700,702,3109000,8,15,160,2,4,4,2020,3792667.5
3,195.0,2018,8,20,11380,10600,108,6801000,8,22,230,2,4,4,2020,8717948.7
0,40.0,2017,5,23,11500,10900,901,2015000,5,14,150,2,4,0,2017,2000000.0
0,225.8,2018,3,24,11200,12200,0,1386000,8,15,910,2,0,0,2020,2236492.5
1,602.0,2019,12,27,11500,10400,401,1949000,8,33,160,2,5,8,2020,4158305.6
0,41.4,2016,1,26,11110,10100,901,5019000,8,13,210,2,7,1,2020,4017874.4
3,648.6,2016,1,8,11680,10800,0,11250000,8,13,210,2,4,5,2020,14500000.0
0,340.0,2020,5,26,11110,18300,906,2150000,8,11,150,3,7,12,2020,3610911.8
1,326.0,2018,9,5,11500,10900,901,3448000,8,14,330,2,7,9,2020,5030674.8
3,122.6,2019,4,9,11170,10100,501,1121000,5,13,160,3,4,4,2020,1448613.4
0,36.0,2019,6,14,11260,10600,19,538000,1,44,510,3,5,12,2020,972222.2
0,422.0,2020,5,21,11320,10600,3,277000,5,13,730,3,7,12,2020,630000.0
0,313.3,2019,4,15,11440,11000,0,16910000,8,16,220,2,4,3,2020,25840280.9
4,573.0,2019,10,8,11110,18300,906,4589000,5,14,230,2,7,2,2020,3263403.1
1,388.8,2016,3,14,11410,11700,1,4445000,8,13,230,2,3,8,2020,6430041.2
1,61.8,2016,6,9,11140,14700,6,6358000,8,22,210,2,3,8,2020,18155339.8
3,767.7,2019,1,23,11680,10400,0,13640000,8,15,140,2,2,5,2020,28731145.0
0,316.0,2019,1,5,11650,10300,0,952500,8,44,510,2,4,12,2020,1265822.8
1,212.0,2020,3,6,11590,10200,203,3287000,8,14,110,2,4,10,2020,7014150.9
0,611.0,2017,5,12,11740,10200,102,840700,2,44,510,2,7,1,2020,1001636.7
2,43.0,2016,5,18,11620,10200,665,3797000,8,14,150,3,5,6,2020,2325581.4
4,99.0,2019,1,18,11590,10900,219,8157000,8,15,210,2,7,3,2020,8080808.1
1,82.7,2018,11,12,11140,13200,6,8120000,8,22,210,2,2,10,2020,15313180.2
4,136.8,2018,5,25,11380,10400,105,4985000,8,15,240,2,7,2,2018,6310014.6
3,120.0,2018,10,12,11590,10200,204,6454000,8,16,310,2,7,5,2020,11525000.0
1,66.0,2016,10,25,11560,13200,630,3070000,8,14,110,2,4,8,2020,4295454.5
0,91.7,2017,7,31,11290,10300,902,2687000,8,15,130,3,7,8,2020,2264667.4
2,145.5,2016,8,17,11440,10700,0,5958000,8,15,320,3,7,6,2020,5429553.3
1,56.2,2016,9,27,11230,10200,3,2861000,8,15,110,2,2,10,2020,3357651.2
3,39.0,2016,9,20,11290,13400,909,3850000,8,15,150,2,7,5,2020,6883846.2
1,245.0,2016,1,5,11380,10300,103,2532000,1,14,130,3,7,10,2020,3061224.5
1,265.0,2018,10,1,11110,18400,905,2447000,8,11,110,3,3,8,2020,5444528.3
1,260.5,2018,5,25,11140,12100,2,6944000,8,16,230,2,4,8,2020,14763915.5
1,635.0,2016,6,30,11440,12500,0,3196000,8,14,130,3,7,11,2020,2781102.4
0,84.0,2020,11,9,11410,11800,0,1898000,8,14,150,4,7,12,2020,2670000.0
1,48.0,2018,1,5,11230,11000,2,2625000,8,16,950,2,3,8,2020,4895833.3
2,190.0,2020,4,20,11650,10900,0,560500,1,44,510,2,6,6,2020,1290315.8
2,397.0,2020,6,28,11260,10600,19,805800,1,43,510,2,1,7,2020,2478589.4
1,231.4,2019,6,29,11215,10300,1,6879000,8,16,230,2,4,8,2020,17242869.5
1,195.0,2018,5,30,11170,10400,503,3905000,8,14,110,3,4,10,2018,11828256.4
1,473.7,2020,7,10,11680,10800,0,6696000,8,13,160,2,3,8,2020,25965801.1
0,281.0,2018,8,24,11590,10900,219,1023000,8,15,910,0,0,0,2020,1209964.4
1,166.2,2020,5,20,11680,11400,0,5660000,8,13,110,2,4,9,2020,11311672.7
1,46.0,2019,1,23,11110,18400,905,2404000,8,13,110,4,7,8,2020,2460000.0
1,56.2,2019,8,8,11110,16900,913,2690000,8,13,110,3,4,8,2020,4359430.6
1,145.2,2016,12,29,11680,10400,0,13640000,8,15,140,2,2,5,2020,17279614.3
4,596.2,2019,10,7,11680,10100,0,46450000,8,22,210,2,3,1,2020,71420664.2
1,608.0,2018,2,7,11650,10400,0,516400,1,44,510,2,7,10,2020,529605.3
1,277.1,2018,5,14,11650,10200,0,6666000,8,14,240,2,1,8,2020,9898953.4
3,62.5,2016,9,8,11140,11000,3,28300000,8,22,230,2,1,6,2020,43072000.0
2,128.9,2020,2,28,11560,11900,605,4489000,8,33,430,2,3,7,2020,7618308.8
0,615.0,2017,10,11,11110,18400,905,71400,5,44,720,4,7,12,2020,87495.9
0,291.0,2018,10,24,11620,10200,745,940500,8,14,910,0,0,0,2020,892096.2
1,75.0,2019,6,26,11590,10100,201,4157000,8,15,130,3,8,8,2020,6200000.0
1,136.0,2020,2,28,11590,10700,215,2580000,8,13,160,3,3,8,2020,5381176.5
1,43.0,2016,6,27,11410,11800,2,3000000,8,14,150,2,4,5,2020,2378372.1
4,660.2,2016,8,3,11440,12000,0,16700000,8,23,220,2,7,1,2020,22720387.8
1,201.0,2018,6,12,11500,10500,105,2770000,1,33,160,3,4,8,2020,8361194.0
1,77.9,2016,12,28,11545,10200,520,2713000,8,33,110,2,4,9,2020,2053915.3
3,152.0,2016,6,1,11590,10900,220,5806000,8,14,210,2,2,4,2020,5317236.8
1,483.0,2018,1,11,11650,10900,0,415000,2,44,510,2,7,10,2020,853788.8
2,165.3,2016,8,2,11440,12300,0,8800000,8,15,330,2,4,7,2020,11494252.9
1,71.0,2020,12,30,11290,13600,911,3497000,8,15,150,2,7,11,2020,11830985.9
0,105.0,2016,2,23,11650,10300,0,649600,1,44,510,3,7,8,2020,857142.9
0,116.0,2020,6,8,11620,10100,545,821700,8,15,910,0,0,0,2020,3448275.9
0,41.3,2017,10,12,11110,16000,911,9400000,8,22,220,2,4,3,2020,20667312.3
1,71.7,2016,5,3,11440,10900,0,4447000,8,14,110,3,4,10,2020,4463040.4
3,73.5,2018,9,3,11200,11200,0,4521000,8,14,110,3,4,4,2020,8027210.9
0,218.0,2019,12,30,11200,11400,0,2046000,8,16,910,2,0,0,2020,15124770.6
1,69.5,2018,7,5,11305,10300,620,2028000,8,14,110,2,4,10,2020,2729064.7
4,98.0,2019,9,17,11230,10900,1,3386000,8,14,150,2,7,1,2020,3061224.5
0,139.0,2019,3,8,11740,10200,102,692000,2,44,510,2,7,12,2020,971223.0
3,137.1,2016,5,3,11545,10300,560,4301000,8,14,230,2,4,5,2020,6272793.6
1,198.0,2020,6,1,11380,10100,118,3067000,15,14,150,3,2,8,2020,3030000.0
0,145.0,2020,10,29,11290,12500,906,3910000,8,15,230,2,4,12,2020,9018965.5
1,165.0,2020,12,7,11440,11400,0,6568000,8,15,330,3,4,10,2020,7272727.3
1,137.0,2020,3,12,11590,10200,205,2231000,8,13,110,4,4,10,2020,3373722.6
1,172.0,2020,8,7,11410,12000,2,2954000,8,14,150,2,7,9,2020,3667907.0
0,292.0,2017,7,7,11530,10600,601,2455000,28,33,410,2,7,6,2020,2321917.8
1,188.4,2018,6,19,11110,13600,910,13860000,8,22,230,2,4,11,2020,21530785.6
1,127.9,2018,9,13,11620,10100,605,3534000,8,15,160,2,8,8,2020,7036747.5
4,527.6,2020,8,31,11140,16600,1,19940000,8,22,230,2,1,1,2020,54130269.1
2,127.9,2020,2,22,11440,10900,0,8972000,8,14,240,3,3,6,2020,17240031.3
4,221.8,2016,5,1,11470,10200,603,4667000,8,16,110,2,8,1,2020,6762849.4
0,40.0,2020,1,3,11200,10700,0,1369000,8,15,910,2,0,0,2020,3070000.0
1,455.0,2016,6,17,11290,10100,901,2201000,8,11,150,2,4,8,2018,1446153.8
1,165.0,2018,4,25,11740,10900,109,6230000,8,22,240,2,4,6,2019,17858787.9
0,304.0,2018,10,2,11380,10800,0,848100,8,14,910,0,0,0,2020,1644736.8
1,227.0,2016,11,10,11590,10800,218,5016000,8,15,240,2,2,8,2020,6555066.1
4,51.5,2016,6,29,11560,11400,560,6160000,8,33,210,2,2,3,2020,7961747.6
0,49.9,2016,4,29,11140,17100,15,2059000,8,16,910,0,0,0,2020,4789579.2
1,72.0,2018,12,4,11530,10700,703,2014000,8,13,150,3,4,8,2020,2990972.2
4,621.0,2020,5,26,11110,18300,906,3907000,1,14,320,2,7,3,2020,5875925.9
1,370.0,2019,4,1,11380,10400,106,3110000,8,15,130,3,3,8,2020,4972973.0
2,309.6,2020,5,21,11650,10800,0,6293000,8,14,150,2,1,6,2020,15123385.0
3,191.0,2016,6,27,11290,10100,901,2219000,8,43,110,3,4,4,2020,3298429.3
1,102.0,2018,2,28,11500,10700,0,554400,5,43,910,3,4,8,2020,2112745.1
1,866.0,2020,11,21,11500,11000,110,209000,2,44,610,2,3,8,2020,302540.4
3,34.3,2018,7,26,11305,10100,535,3286000,8,14,130,2,4,5,2020,4489795.9
2,100.8,2016,8,16,11740,10900,109,4037000,8,14,330,2,4,6,2020,7083333.3
4,223.0,2016,1,29,11380,10100,118,5730000,8,14,210,2,4,1,2020,5739910.3
1,556.0,2019,10,31,11320,10700,2,3363000,8,33,330,2,2,9,2020,5897482.0
1,47.0,2016,10,20,11680,11800,0,4220000,1,14,150,2,5,8,2020,9452978.7
1,84.0,2016,12,6,11410,11800,2,3000000,8,14,150,2,4,5,2020,1935000.0
2,75.1,2018,2,27,11140,15600,7,23400000,8,22,210,2,4,5,2020,28740346.2
0,74.0,2019,8,21,11410,11100,0,3400000,5,14,150,3,2,2,2020,16202702.7
1,109.8,2020,6,25,11260,10100,7,3880000,8,16,330,2,3,10,2020,9763205.8
0,86.0,2020,11,30,11590,10500,209,1178000,8,14,910,0,0,0,2020,5002558.1
3,103.2,2018,5,17,11140,12500,3,15900000,8,22,220,2,3,4,2020,22432170.5
1,353.7,2018,4,17,11530,10300,103,3049000,8,14,130,2,7,8,2020,4594288.9
1,168.0,2016,12,20,11170,13100,517,4390000,8,13,110,3,4,0,2017,10416666.7
1,99.2,2020,4,29,11140,16500,14,4984000,8,22,210,2,4,8,2020,19621975.8
4,360.2,2019,5,28,11680,10800,0,19220000,8,22,230,2,3,1,2020,51662965.0
1,51.0,2018,6,11,11110,13600,910,24060000,8,22,210,2,4,8,2020,43333333.3
1,43.4,2019,6,11,11170,12800,512,5207000,8,14,110,2,7,10,2020,11551152.1
1,367.0,2020,6,1,11380,10100,118,2547000,15,14,150,4,7,10,2020,2680000.0
1,141.0,2018,10,31,11200,11300,0,3148000,28,14,150,2,7,10,2020,12099432.6
1,121.0,2020,8,26,11320,10800,1,1541000,28,13,150,2,7,10,2020,1818181.8
4,118.0,2020,5,26,11110,18300,906,3907000,8,14,320,2,7,3,2020,5015932.2
0,40.0,2019,10,3,11560,13200,680,976800,8,16,910,0,0,0,2020,5747500.0
1,185.0,2016,2,18,11110,18300,906,2480000,8,11,110,4,4,8,2020,2594594.6
4,297.9,2016,3,26,11380,10900,116,5336000,8,15,210,2,3,1,2020,6025511.9
0,82.0,2016,4,13,11650,10400,0,424700,1,44,510,3,7,12,2020,341463.4
0,43.0,2019,1,17,11560,13200,630,970200,8,14,910,0,0,0,2020,2434883.7
1,298.0,2016,6,30,11560,13200,670,2525000,2,14,160,2,2,9,2020,1900503.4
4,202.0,2016,8,23,11380,10300,103,2532000,8,14,130,3,7,10,2020,3762376.2
1,90.0,2020,5,21,11320,10600,0,367500,5,13,730,3,5,10,2020,1273333.3
4,60.0,2016,9,8,11380,10700,110,4290000,8,15,140,2,4,2,2020,7011666.7
1,192.0,2018,7,31,11110,18400,905,1674000,8,11,110,3,7,10,2020,3541666.7
1,185.7,2020,2,20,11320,10800,1,1964000,8,14,150,2,2,10,2020,4234679.6
4,475.0,2019,8,1,11620,10300,630,3286000,5,43,320,2,2,1,2020,3015010.5
3,145.2,2019,1,23,11680,10400,0,13640000,8,15,140,2,2,5,2020,28731129.5
4,57.5,2019,8,1,11170,12800,0,12980000,8,14,210,2,7,3,2020,18178260.9
1,115.0,2019,6,3,11620,10200,745,2919000,8,13,150,2,7,8,2020,4086956.5
0,807.0,2017,10,11,11110,18400,905,62800,5,44,720,5,8,12,2020,75006.2
1,132.0,2016,8,12,11350,10200,4,2099000,8,11,110,3,1,8,2020,1757575.8
1,162.6,2016,4,20,11260,10400,14,3620000,8,16,130,2,3,8,2020,6765067.7
1,344.5,2020,4,2,11140,17100,15,4280000,8,14,150,3,3,8,2020,11756168.4
1,139.8,2020,7,9,11140,12500,3,10180000,8,22,230,2,4,8,2020,33483619.5
1,72.6,2019,11,7,11290,13400,909,3346000,8,16,110,2,3,10,2020,5234159.8
1,53.0,2016,10,19,11560,13200,670,2502000,8,14,150,2,4,8,2020,6339622.6
1,975.0,2020,8,6,11530,10900,109,1749000,1,14,510,2,7,8,2020,4051282.1
